Year,Total_Cost_USD,NPV_Cost_USD,Energy_Cost_USD,PM_Asset_USD,PM_Modules_USD,CM_USD,Repl_Chassis_CapEx_USD,Repl_Modules_CapEx_USD,Units_Replaced,PM_Total_USD,Repl_Total_CapEx_USD,Run_ID
2039,299064770.4503224,153531851.92599663,116869190.70508637,102463615.40040348,2117600.0,2385800.0,74108564.34483254,1120000.0,1340,104581215.40040348,75228564.34483254,8
2022,285233357.02437806,285233357.02437806,118189014.28250305,102531706.45549995,1981300.0,1815000.0,59596336.286375046,1120000.0,1134,104513006.45549995,60716336.286375046,9
2023,301817933.7820656,290209551.7135246,115995372.4448137,108811195.43831284,1998400.0,2146300.0,71906665.89893904,960000.0,1272,110809595.43831284,72866665.89893904,9
2024,292900217.8182107,270802716.1780794,115809820.50381455,103578232.5086561,2017400.0,2224000.0,68310764.80574007,960000.0,1354,105595632.5086561,69270764.80574007,9
2025,312922893.6477217,278187312.99759054,120088335.51094984,107862899.5206325,2026400.0,2329100.0,79496158.61613935,1120000.0,1373,109889299.5206325,80616158.61613935,9
2026,296558301.89263827,253499279.34248582,117297396.00429489,104360622.64833409,2026400.0,2111600.0,69482283.24000926,1280000.0,1257,106387022.64833409,70762283.24000926,9
2027,296551739.5556537,243743913.29743123,115800006.24902776,101908207.2203704,2064400.0,2219600.0,72959526.08625555,1600000.0,1359,103972607.2203704,74559526.08625555,9
2028,304163778.6227932,240385052.4465618,118724048.75667195,109384483.45590268,2072500.0,2288900.0,70573846.41021854,1120000.0,1392,111456983.45590268,71693846.41021854,9
2029,293354815.36624134,222925549.78540912,112776340.54198006,99128950.98266062,2089600.0,2245200.0,76154723.84160063,960000.0,1323,101218550.98266062,77114723.84160063,9
2030,310187985.1340069,226651322.44671983,119454281.03452425,113350852.76004633,2098600.0,2249100.0,72075151.33943631,960000.0,1365,115449452.76004633,73035151.33943631,9
2031,299208085.45368963,210219632.01769957,116642743.32283849,100331897.92952044,2098600.0,2235400.0,76939444.20133069,960000.0,1351,102430497.92952044,77899444.20133069,9
2032,312883800.39443415,211373084.552523,118594773.48061092,109443612.69356579,2107600.0,2520700.0,78617114.22025743,1600000.0,1375,111551212.69356579,80217114.22025743,9
2033,289249966.4907711,187891262.68771914,111647705.80589171,94502323.85278553,2126600.0,2346200.0,76867136.8320939,1760000.0,1400,96628923.85278553,78627136.8320939,9
2034,297698950.7506163,185941886.3019161,117220321.33584358,111432697.47003287,2126600.0,2113600.0,63525731.94473986,1280000.0,1279,113559297.47003287,64805731.94473986,9
2035,304871619.6052637,183097994.33283046,118536129.90423518,112480073.1391115,2126600.0,2139300.0,68469516.561917,1120000.0,1277,114606673.1391115,69589516.561917,9
2036,307356316.561554,177490614.36218855,119314445.41802086,109897057.1708001,2126600.0,2350800.0,72227413.97273302,1440000.0,1343,112023657.1708001,73667413.97273302,9
2037,307722072.6775481,170867143.65919697,118701504.08476073,106371204.38966833,2126600.0,2304800.0,77097964.20311905,1120000.0,1373,108497804.38966833,78217964.20311905,9
2038,299570958.2112107,159943383.78700686,116017312.05279581,101791474.0729912,2126600.0,2359600.0,75995972.0854237,1280000.0,1304,103918074.0729912,77275972.0854237,9
2039,305091306.7132952,156625714.4085624,118350096.17445415,107409989.180478,2126600.0,2331800.0,73752821.35836306,1120000.0,1344,109536589.180478,74872821.35836306,9
2022,287342642.19349235,287342642.19349235,116427700.22232543,103672458.11065307,1981300.0,1860900.0,62280283.86051382,1120000.0,1190,105653758.11065307,63400283.86051382,10
2023,307805279.9199951,295966615.3076876,120534808.15233918,109658067.43713024,1981300.0,2150700.0,72840404.33052571,640000.0,1291,111639367.43713024,73480404.33052571,10
2024,301496414.1833385,278750382.9357789,118424381.0694473,108045816.71455187,1990300.0,2146400.0,69609516.3993394,1280000.0,1368,110036116.71455187,70889516.3993394,10
2025,310713277.43405217,276222972.2295781,118894233.18061945,110005224.97416636,1999300.0,2302300.0,76072219.27926634,1440000.0,1328,112004524.97416636,77512219.27926634,10
2026,298583784.12395,255230670.04266736,117518469.96841724,104965173.35613865,2007400.0,2274300.0,70858440.79939413,960000.0,1314,106972573.35613865,71818440.79939413,10
2027,296134651.17204857,243401097.04903173,116190076.41161963,99276102.16491799,2007400.0,2183600.0,74557472.59551096,1920000.0,1352,101283502.16491799,76477472.59551096,10
2028,298557019.521739,235953949.286729,116300409.70115742,104183329.70666887,2016400.0,2316000.0,72300880.11391272,1440000.0,1359,106199729.70666887,73740880.11391272,10
2029,303491952.306893,230628940.721479,117915954.55626601,106846149.91609305,2043500.0,2348200.0,72418147.83453391,1920000.0,1354,108889649.91609305,74338147.83453391,10
2030,301747560.50594866,220483986.84494016,117908801.86644661,105422578.87607954,2060600.0,2260400.0,72335179.76342247,1760000.0,1335,107483178.87607954,74095179.76342247,10
2031,295022613.68354374,207278975.06985542,115076026.06825164,102098825.74326506,2060600.0,2195800.0,72631361.87202702,960000.0,1349,104159425.74326506,73591361.87202702,10
2032,306444523.03671944,207022939.49651965,117431030.79659006,110856599.31320393,2078600.0,2286000.0,72832292.92692542,960000.0,1356,112935199.31320393,73792292.92692542,10
2033,296916611.7638389,192871369.26616362,117187435.01951313,102145355.93181705,2095700.0,2187200.0,72020920.81250872,1280000.0,1345,104241055.93181705,73300920.81250872,10
2034,294247010.3071798,183785814.48561954,116255568.03268586,106294730.12127538,2114700.0,2167600.0,66454412.15321856,960000.0,1345,108409430.12127538,67414412.15321857,10
2035,316679543.8833356,190189527.66528097,119223487.25509976,114320221.36962225,2133700.0,2370400.0,77351735.25861356,1280000.0,1316,116453921.36962225,78631735.25861356,10
2036,308861995.04360586,178360106.1683145,119617644.37211047,112236002.15088397,2133700.0,2246100.0,71028548.52061145,1600000.0,1341,114369702.15088397,72628548.52061145,10
2037,304708224.98835063,169193661.0208012,116094849.00182825,104742110.72150055,2142700.0,2368800.0,77919765.26502183,1440000.0,1349,106884810.72150055,79359765.26502183,10
2038,300800460.7953031,160599825.26868066,116861496.67311709,106714771.73664404,2142700.0,2304800.0,71496692.38554198,1280000.0,1337,108857471.73664404,72776692.38554198,10
2039,307385625.22896826,157803556.15197125,117414121.95253764,106510398.18978351,2142700.0,2378900.0,77659505.0866471,1280000.0,1313,108653098.18978351,78939505.0866471,10
2022,299037540.4824329,299037540.4824329,118656829.02470472,108688457.37845261,1981300.0,1990500.0,66120454.07927555,1600000.0,1177,110669757.37845261,67720454.07927555,11
2023,295020116.0341219,283673188.49434793,117529558.20365651,106183196.9069432,1990300.0,2046800.0,66310260.92352213,960000.0,1260,108173496.9069432,67270260.92352213,11
2024,297999517.403186,275517305.29140717,117416572.69903935,107490129.91107407,1990300.0,2154600.0,67187914.79307257,1760000.0,1319,109480429.91107407,68947914.79307257,11
2025,291569628.65363616,259204338.1721134,118622931.70032471,96870599.49534795,2006500.0,2168900.0,70140697.45796353,1760000.0,1412,98877099.49534795,71900697.45796353,11
2026,293504614.3953793,250888974.4717338,115802211.35827485,100054368.18859293,2006500.0,2259500.0,72102034.84851153,1280000.0,1326,102060868.18859293,73382034.84851153,11
2027,312497671.1457676,256850306.7138761,119322677.93786897,108189260.5518817,2006500.0,2418500.0,79920732.65601693,640000.0,1440,110195760.5518817,80560732.65601693,11
2028,301965253.6729836,238647526.24354717,117442203.34000713,103715384.74578,2006500.0,2305600.0,75375565.58719647,1120000.0,1393,105721884.74578,76495565.58719647,11
2029,318082432.05473053,241716506.18502474,119196810.53643118,112277224.99556358,2034500.0,2426500.0,80547396.5227358,1600000.0,1401,114311724.99556358,82147396.5227358,11
2030,308017844.5302581,225065621.9640835,118166584.53380816,107445154.91874462,2072500.0,2346700.0,76866905.07770532,1120000.0,1373,109517654.91874462,77986905.07770532,11
2031,302130250.27363664,212272706.25936943,115294512.61899193,102413362.90552229,2072500.0,2386800.0,78843074.74912241,1120000.0,1389,104485862.90552229,79963074.74912241,11
2032,308819881.03158736,208627646.2459863,119476155.93608318,109839471.27879149,2072500.0,2363100.0,73948653.8167127,1120000.0,1322,111911971.27879149,75068653.8167127,11
2033,300567595.4092308,195242978.62365958,116472768.56424229,107261337.96732959,2098600.0,2199400.0,71575488.877659,960000.0,1327,109359937.96732959,72535488.877659,11
2034,302964941.0004642,189231008.27508846,115401400.0436538,101737831.45997454,2098600.0,2480400.0,79806709.49683583,1440000.0,1359,103836431.45997454,81246709.49683583,11
2035,313888013.7407334,188513007.0009702,120572358.89311692,113539875.94328119,2107600.0,2288100.0,73940078.90433526,1440000.0,1337,115647475.94328119,75380078.90433526,11
2036,303295897.9537525,175145823.79035723,115997160.91680402,107115888.47907971,2107600.0,2304200.0,74331048.55786882,1440000.0,1337,109223488.47907971,75771048.55786882,11
2037,303103990.75478965,168302886.69686735,115896943.25137788,108881797.2079947,2107600.0,2259100.0,72838550.29541707,1120000.0,1340,110989397.2079947,73958550.29541707,11
2038,303092601.63059413,161823618.00046593,118247466.3948256,103981629.64946626,2116600.0,2490600.0,75296305.5863023,960000.0,1344,106098229.64946626,76256305.5863023,11
2039,307729568.09437203,157980127.21717116,119296592.45316388,107043725.83948511,2135600.0,2403500.0,75730149.80172305,1120000.0,1354,109179325.83948511,76850149.80172305,11
2022,282815794.07597566,282815794.07597566,116188431.37855779,104853813.11029725,1981300.0,1804500.0,56707749.5871206,1280000.0,1171,106835113.11029725,57987749.5871206,12
2023,293759084.1005501,282460657.78899044,117965481.71049139,101347840.55528906,1999300.0,2157600.0,69328861.83476965,960000.0,1320,103347140.55528906,70288861.83476965,12
2024,305291995.62367034,282259611.3384526,120108206.73715474,111200040.03925861,2007400.0,2135700.0,68880648.84725697,960000.0,1311,113207440.03925861,69840648.84725697,12
2025,309450343.08807147,275100228.19476086,118690799.37488152,108295193.36859316,2035400.0,2271100.0,77197850.3445968,960000.0,1405,110330593.36859316,78157850.3445968,12
2026,298412475.78135663,255084234.95346016,116632923.0677593,100008622.03371128,2044400.0,2470400.0,75816130.67988603,1440000.0,1360,102053022.03371128,77256130.67988603,12
2027,315760457.4591514,259532079.22840962,121139277.3877245,113540702.73163018,2063400.0,2199800.0,75217277.33979669,1600000.0,1308,115604102.73163018,76817277.33979669,12
2028,286889624.74357915,226733037.71612123,115039819.76314174,95638173.48766331,2063400.0,2272100.0,70116131.4927741,1760000.0,1340,97701573.48766331,71876131.4927741,12
2029,309718389.5992934,235360521.3327597,119422255.9527398,110977528.60312505,2063400.0,2306600.0,73828605.04342854,1120000.0,1387,113040928.60312505,74948605.04342854,12
2030,293321318.20323056,214327014.1293707,115964448.69457452,101327417.48761307,2072400.0,2227800.0,70289252.02104296,1440000.0,1375,103399817.48761307,71729252.02104296,12
2031,300556247.5487148,211166832.82307443,116149433.52260594,107198308.48302512,2072400.0,2230700.0,71465405.54308374,1440000.0,1297,109270708.48302512,72905405.54308374,12
2032,312105096.59243554,210847020.1657643,117650282.22620785,111113602.4338437,2089500.0,2310300.0,77981411.93238397,960000.0,1349,113203102.4338437,78941411.93238397,12
2033,297909256.6314023,193516172.443947,116862348.56154446,104818713.05936484,2089500.0,2269500.0,70909195.01049303,960000.0,1363,106908213.05936484,71869195.01049303,12
2034,301541797.64594424,188342117.13472584,115998946.7374098,104567924.79545361,2098500.0,2259100.0,75337326.11308086,1280000.0,1305,106666424.79545361,76617326.11308086,12
2035,322477904.8977957,193671873.03261927,121996872.12981935,117606170.49627931,2134600.0,2343900.0,76956362.271697,1440000.0,1315,119740770.49627931,78396362.271697,12
2036,302973089.78940606,174959410.11891568,117563114.25494489,109482042.98723577,2134600.0,2235900.0,70277432.5472254,1280000.0,1285,111616642.98723577,71557432.5472254,12
2037,296260072.06222045,164502701.5874278,114116983.10498433,100287568.45050877,2134600.0,2422700.0,76018220.50672732,1280000.0,1355,102422168.45050877,77298220.50672732,12
2038,299362270.56539667,159831963.7467421,115280138.47104965,101133034.02793674,2143600.0,2424700.0,77420798.06641024,960000.0,1306,103276634.02793674,78380798.06641024,12
2039,299315654.5499714,153660649.11056602,117017302.25443211,108520147.3147031,2170700.0,2207100.0,68280404.98083617,1120000.0,1338,110690847.3147031,69400404.98083617,12
2022,292738562.0040551,292738562.0040551,116975151.59251043,101976475.78820314,1981300.0,2031800.0,67693834.62334153,2080000.0,1228,103957775.78820314,69773834.62334153,13
2023,304316698.6118073,292612210.20366085,119365143.88785727,108868939.00919789,2007400.0,2144000.0,71131215.71475215,800000.0,1286,110876339.00919789,71931215.71475215,13
2024,301502720.0916454,278756213.1024828,118322100.24967295,104853909.89317086,2007400.0,2303000.0,73216309.94880159,800000.0,1368,106861309.89317086,74016309.94880159,13
2025,297364836.9896085,264356257.28053218,116215417.44230261,101616325.9015165,2007400.0,2216800.0,74348893.64578944,960000.0,1369,103623725.9015165,75308893.64578944,13
2026,306520837.41018385,262015296.45616627,117311660.83371289,105466643.06136681,2007400.0,2459300.0,78315833.51510413,960000.0,1419,107474043.06136681,79275833.51510413,13
2027,314520389.7936315,258512833.99990305,118387292.59895484,111440744.73223546,2007400.0,2291900.0,78313052.46244118,2080000.0,1327,113448144.73223546,80393052.46244118,13
2028,310553154.1186758,245434668.71130213,118024797.47465836,106106625.37654884,2026400.0,2348500.0,81246831.26746862,800000.0,1347,108133025.37654884,82046831.26746862,13
2029,303428670.12567264,230580851.4647114,116657718.574562,103795384.35913764,2054400.0,2296100.0,77665067.191973,960000.0,1349,105849784.35913764,78625067.191973,13
2030,306109493.7461735,223671208.738445,118990836.44110589,107528061.02985622,2073400.0,2239500.0,74157696.27521138,1120000.0,1397,109601461.02985622,75277696.27521138,13
2031,306315302.72417104,215213068.5988166,119844698.01117958,111946152.18037096,2092400.0,2169200.0,68982852.53262052,1280000.0,1344,114038552.18037096,70262852.53262052,13
2032,294148926.41112214,198716474.98193073,114044876.5647447,98930613.73612812,2092400.0,2394700.0,75086336.1102493,1600000.0,1368,101023013.73612812,76686336.1102493,13
2033,295802442.3968706,192147626.0908491,115990201.27833821,100577210.99344249,2092400.0,2251000.0,73291630.12508993,1600000.0,1343,102669610.99344249,74891630.12508993,13
2034,305130630.8130975,190583691.74236482,117485789.34340209,108419382.04513885,2111400.0,2274200.0,73399859.42455654,1440000.0,1346,110530782.04513885,74839859.42455654,13
2035,303576660.5375337,182320275.4741467,116941820.92980279,106998824.38369219,2111400.0,2277600.0,74287015.22403872,960000.0,1302,109110224.38369219,75247015.22403872,13
2036,289347659.6897251,167091063.74361968,116623258.09714486,98452084.32670219,2111400.0,2215800.0,68665117.26587807,1280000.0,1342,100563484.32670219,69945117.26587807,13
2037,306565879.074606,170225150.39321908,116074069.17409247,107318036.04475512,2111400.0,2372700.0,77409673.85575843,1280000.0,1364,109429436.04475512,78689673.85575843,13
2038,312298977.08593744,166738977.12450716,120789899.63923083,107085100.42163305,2111400.0,2450600.0,78421977.02507353,1440000.0,1326,109196500.42163305,79861977.02507353,13
2039,310057387.50653315,159175167.42454907,119244356.13122661,108503009.45916678,2111400.0,2377100.0,76541521.91613975,1280000.0,1326,110614409.45916678,77821521.91613975,13
2022,287607066.37122226,287607066.37122226,115113462.6765935,99992429.6031328,1981300.0,1876200.0,67203674.09149596,1440000.0,1204,101973729.6031328,68643674.09149596,14
2023,303825640.5996354,292140039.0381109,119340680.35010199,110178828.94616222,1981300.0,2166500.0,68878331.30337118,1280000.0,1275,112160128.94616222,70158331.30337118,14
2024,301399364.89718825,278660655.4152998,118525682.75844987,106509634.84260733,1981300.0,2236000.0,71346747.29613106,800000.0,1347,108490934.84260733,72146747.29613106,14
2025,295231821.2482958,262460014.0535174,115832009.02197978,102542507.38570306,1990300.0,2185100.0,71401904.84061296,1280000.0,1352,104532807.38570306,72681904.84061296,14
2026,297466465.97313976,254275581.80464116,117573269.92268676,104455943.68041007,2018300.0,2176100.0,70122852.3700429,1120000.0,1323,106474243.68041007,71242852.3700429,14
2027,302802802.8767439,248881831.6871044,118366801.31088151,103351870.88746668,2035400.0,2244700.0,75684030.67839573,1120000.0,1409,105387270.88746668,76804030.67839573,14
2028,304676762.98611224,240790471.44036528,118042837.40327138,104445277.17562726,2044400.0,2336400.0,76527848.40721357,1280000.0,1383,106489677.17562726,77807848.40721357,14
2029,304037658.4767535,231043632.56073025,117600848.16836458,101434960.82436958,2061500.0,2349700.0,78670649.4840193,1920000.0,1357,103496460.82436958,80590649.4840193,14
2030,309768633.10821515,226344906.02902606,119849145.32238159,110584683.26739523,2061500.0,2207200.0,73946104.51843832,1120000.0,1352,112646183.26739523,75066104.51843832,14
